offset_hex	va	encoding	value
0xF43A	0x18001003A	ascii	L$8H
0xF43F	0x18001003F	ascii	l$0H
0xF46F	0x18001006F	ascii	l$0H
0xF483	0x180010083	ascii	T$8H
0xF4A3	0x1800100A3	ascii	l$0H
0xF4B9	0x1800100B9	ascii	t$@H
0xF4BE	0x1800100BE	ascii	t$8H
0xF4C3	0x1800100C3	ascii	|$H@
0xF831	0x180010431	ascii	t$@H
0xF836	0x180010436	ascii	|$HH
0xF83B	0x18001043B	ascii	l$0H
0xF883	0x180010483	ascii	USVWATAUAVAWH
0xF924	0x180010524	ascii	D$8L
0xF98F	0x18001058F	ascii	A_A^A]A\_^[]
0xF9AF	0x1800105AF	ascii	|$ H
0xFA23	0x180010623	ascii	A'H;
0xFC56	0x180010856	ascii	|$ A
0xFC5E	0x18001085E	ascii	t$(D;
0xFCFA	0x1800108FA	ascii	L;uh
0x10198	0x180010D98	ascii	D$@H
0x1023F	0x180010E3F	ascii	D$`H
0x10297	0x180010E97	ascii	t$(H
0x102E7	0x180010EE7	ascii	t$0H
0x10562	0x180011162	ascii	L;uht
0x105A6	0x1800111A6	ascii	UPH#
0x105BA	0x1800111BA	ascii	L;u(tgH
0x1062F	0x18001122F	ascii	L;u(t
0x10636	0x180011236	ascii	N| H
0x10661	0x180011261	ascii	L$$H
0x106C0	0x1800112C0	ascii	@SUVWAVAWH
0x10748	0x180011348	ascii	uVH;
0x1074D	0x18001134D	ascii	r7H;
0x1078E	0x18001138E	ascii	(A_A^_^][
0x107A6	0x1800113A6	ascii	(A_A^_^][
0x108A3	0x1800114A3	ascii	L$PH
0x10941	0x180011541	ascii	\$`H
0x10A08	0x180011608	ascii	t$XH
0x10A0D	0x18001160D	ascii	\$`H
0x10A22	0x180011622	ascii	L$0f
0x10A28	0x180011628	ascii	D$0L
0x10A34	0x180011634	ascii	D$ H
0x10A55	0x180011655	ascii	UVWATAUAVAWH
0x10A92	0x180011692	ascii	D8%w
0x10AFE	0x1800116FE	ascii	T$0L
0x10B03	0x180011703	ascii	l$(H
0x10B08	0x180011708	ascii	D$ '
0x10C91	0x180011891	ascii	D$`H
0x10C96	0x180011896	ascii	D$pH
0x10CA3	0x1800118A3	ascii	D$`f
0x10CB5	0x1800118B5	ascii	T$`H
0x10D15	0x180011915	ascii	D$@L
0x10D66	0x180011966	ascii	D$Td
0x10D77	0x180011977	ascii	L$PH
0x10D8B	0x18001198B	ascii	D$TA
0x10E67	0x180011A67	ascii	D$@H
0x10E6C	0x180011A6C	ascii	D$ L
0x10EC4	0x180011AC4	ascii	D$(D
0x10EC9	0x180011AC9	ascii	|$ L
0x10ECE	0x180011ACE	ascii	t$HM
0x10F0B	0x180011B0B	ascii	t$HA;
0x10FD5	0x180011BD5	ascii	D$ E
0x11081	0x180011C81	ascii	D$ E
0x11127	0x180011D27	ascii	D$ E
0x111CD	0x180011DCD	ascii	D$ E
0x11273	0x180011E73	ascii	D$ E
0x11319	0x180011F19	ascii	D$ E
0x11389	0x180011F89	ascii	t$HM
0x1162E	0x18001222E	ascii	T$0L
0x11633	0x180012233	ascii	t$(H
0x117EF	0x1800123EF	ascii	A_A^A]A\_^]
0x11810	0x180012410	ascii	@SUVWATAUAVH
0x11824	0x180012424	ascii	L$(H
0x118CE	0x1800124CE	ascii	A'H;
0x11935	0x180012535	ascii	0A^A]A\_^][
0x11957	0x180012557	ascii	l$ VATAVH
0x11993	0x180012593	ascii	|$`H
0x119A0	0x1800125A0	ascii	|$hH
0x11A0E	0x18001260E	ascii	|$hH
0x11A1A	0x18001261A	ascii	t$(H
0x11A68	0x180012668	ascii	\$pH
0x11A6E	0x18001266E	ascii	@A^A\^
0x11ADE	0x1800126DE	ascii	\$@H
0x11BB3	0x1800127B3	ascii	\$8H
0x11BC0	0x1800127C0	ascii	t$@H
0x11BD5	0x1800127D5	ascii	VWAVH
0x11C32	0x180012832	ascii	\$PH
0x11C38	0x180012838	ascii	 A^_^
0x11C93	0x180012893	ascii	A'H;
0x11CCE	0x1800128CE	ascii	\$PH
0x11CD4	0x1800128D4	ascii	 A^_^
0x11CF0	0x1800128F0	ascii	@USVWATAVAWH
0x11D61	0x180012961	ascii	\$ L
0x11DEE	0x1800129EE	ascii	A_A^A\_^[]
0x12005	0x180012C05	ascii	\$ L+
0x12062	0x180012C62	ascii	\$ UVWATAUAVAWH
0x1207C	0x180012C7C	ascii	T$ L
0x120C7	0x180012CC7	ascii	I#M0I
0x1214C	0x180012D4C	ascii	UUUUUUU
0x1216A	0x180012D6A	ascii	D$(H
0x12185	0x180012D85	ascii	D$0I
0x1226D	0x180012E6D	ascii	I#M0I
0x12307	0x180012F07	ascii	E0H#
0x12338	0x180012F38	ascii	D$ L
0x1234D	0x180012F4D	ascii	@A_A^A]A\_^]
0x12365	0x180012F65	ascii	UVWATAUAVAWH
0x123A5	0x180012FA5	ascii	,<L;
0x123AA	0x180012FAA	ascii	wWH;
0x124C5	0x1800130C5	ascii	A'H;
0x12527	0x180013127	ascii	\$hH
0x1252D	0x18001312D	ascii	 A_A^A]A\_^]
0x12555	0x180013155	ascii	UVWATAUAVAWH
0x125F3	0x1800131F3	ascii	A'H;
0x12651	0x180013251	ascii	\$hH
0x12657	0x180013257	ascii	 A_A^A]A\_^]
0x12673	0x180013273	ascii	UAWI
0x126A5	0x1800132A5	ascii	|$(H;
0x12725	0x180013325	ascii	)D$P
0x1272E	0x18001332E	ascii	D$`H
0x12733	0x180013333	ascii	D$hH
0x12752	0x180013352	ascii	)L$@L
0x1275C	0x18001335C	ascii	T$`L
0x12765	0x180013365	ascii	d$pL
0x1276E	0x18001336E	ascii	\$xL
0x1277B	0x18001337B	ascii	D$ L
0x127FE	0x1800133FE	ascii	L$`M
0x12816	0x180013416	ascii	udL;
0x12830	0x180013430	ascii	D$ M
0x12894	0x180013494	ascii	tlff
0x128FB	0x1800134FB	ascii	C|L;
0x12904	0x180013504	ascii	T$@I
0x12911	0x180013511	ascii	T$`H
0x1295D	0x18001355D	ascii	t$0L
0x12990	0x180013590	ascii	D$ H
0x129D8	0x1800135D8	ascii	L$`L
0x129F1	0x1800135F1	ascii	ueI;
0x12A0F	0x18001360F	ascii	D$ I
0x12ACE	0x1800136CE	ascii	T$`I
0x12B1B	0x18001371B	ascii	|$(H
0x12B45	0x180013745	ascii	L$0H
0x12B5F	0x18001375F	ascii	L$0H;
0x12BB0	0x1800137B0	ascii	@SUVH
0x12BF2	0x1800137F2	ascii	|$@H
0x12C01	0x180013801	ascii	t$XL
0x12C58	0x180013858	ascii	A'H;
0x12D2A	0x18001392A	ascii	t$XH
0x12D32	0x180013932	ascii	|$@H
0x12D38	0x180013938	ascii	 ^][
0x12D90	0x180013990	ascii	@SUVAVH
0x12DB1	0x1800139B1	ascii	|$PH
0x12DF3	0x1800139F3	ascii	|$PH+
0x12E52	0x180013A52	ascii	(A^^][
0x12F90	0x180013B90	ascii	@SUVWATAUAVAWH
0x12FA7	0x180013BA7	ascii	T$ H
0x13042	0x180013C42	ascii	D3`B
0x13047	0x180013C47	ascii	D7`B
0x1304C	0x180013C4C	ascii	D3dB
0x13051	0x180013C51	ascii	D7dB
0x13056	0x180013C56	ascii	D3hB
0x1305B	0x180013C5B	ascii	D7hB
0x13060	0x180013C60	ascii	D3lB
0x13065	0x180013C65	ascii	D7lB
0x1306A	0x180013C6A	ascii	D3pB
0x1306F	0x180013C6F	ascii	D7pB
0x13074	0x180013C74	ascii	D3tB
0x13079	0x180013C79	ascii	D7tB
0x1307E	0x180013C7E	ascii	D3xB
0x13083	0x180013C83	ascii	D7xA
0x1308D	0x180013C8D	ascii	D>|I
0x13114	0x180013D14	ascii	d$ L;
0x1319E	0x180013D9E	ascii	C|L;
0x13211	0x180013E11	ascii	8A_A^A]A\_^][
0x13220	0x180013E20	ascii	@SWAVH
0x1324B	0x180013E4B	ascii	l$8H
0x13250	0x180013E50	ascii	t$0L
0x13255	0x180013E55	ascii	d$(L
0x1325A	0x180013E5A	ascii	|$ L
0x13334	0x180013F34	ascii	|$ L
0x133D4	0x180013FD4	ascii	t$0H
0x133DA	0x180013FDA	ascii	@A^_[
0x13426	0x180014026	ascii	@A^_[
0x13435	0x180014035	ascii	UVWATAUAVAWH
0x13446	0x180014046	ascii	L$ M
0x13503	0x180014103	ascii	vLfff
0x135E9	0x1800141E9	ascii	|$ I
0x135F4	0x1800141F4	ascii	\$xI
0x135FE	0x1800141FE	ascii	0A_A^A]A\_^]
0x136E0	0x1800142E0	ascii	@SUVATH
0x136FA	0x1800142FA	ascii	d$pH
0x13711	0x180014311	ascii	|$`L
0x13716	0x180014316	ascii	t$hL
0x1371F	0x18001431F	ascii	|$ L
0x13768	0x180014368	ascii	H'H;
0x137A4	0x1800143A4	ascii	D$xI
0x1382C	0x18001442C	ascii	t$hH
0x13831	0x180014431	ascii	|$`L
0x13836	0x180014436	ascii	|$ H
0x1383C	0x18001443C	ascii	(A\^][
0x13870	0x180014470	ascii	@SAUH
0x13884	0x180014484	ascii	L$(L
0x138C4	0x1800144C4	ascii	t$PL
0x138CE	0x1800144CE	ascii	|$HH
0x138D6	0x1800144D6	ascii	d$@M
0x1390A	0x18001450A	ascii	t$8H
0x13919	0x180014519	ascii	|$0I
0x13974	0x180014574	ascii	I#M0I
0x13989	0x180014589	ascii	T$ L
0x13A12	0x180014612	ascii	O(L;
0x13A66	0x180014666	ascii	O(L;
0x13A90	0x180014690	ascii	D$ H
0x13A98	0x180014698	ascii	l$(H
0x13AC1	0x1800146C1	ascii	|$0L
0x13AC6	0x1800146C6	ascii	t$8H
0x13ACB	0x1800146CB	ascii	|$HH
0x13AD0	0x1800146D0	ascii	t$PH
0x13ADD	0x1800146DD	ascii	d$@H
0x13AE3	0x1800146E3	ascii	XA][
0x13B15	0x180014715	ascii	UVWAVAWH
0x13CB0	0x1800148B0	ascii	A_A^_^]
0x14130	0x180014D30	ascii	@SUVWATAUAVAWH
0x14152	0x180014D52	ascii	l$0H
0x14178	0x180014D78	ascii	D$8H
0x141AB	0x180014DAB	ascii	D$@E3
0x142D6	0x180014ED6	ascii	D$XH
0x142DB	0x180014EDB	ascii	L$HH
0x142E6	0x180014EE6	ascii	GL$HM;G
0x143A2	0x180014FA2	ascii	T$8H
0x143C3	0x180014FC3	ascii	l$0L
0x143C8	0x180014FC8	ascii	t$8H
0x143FE	0x180014FFE	ascii	L$ E
0x1445F	0x18001505F	ascii	D;d$@
0x144AC	0x1800150AC	ascii	xA_A^A]A\_^][
0x144C0	0x1800150C0	ascii	@SUAVH
0x14509	0x180015109	ascii	@A^][
0x14520	0x180015120	ascii	t$hL
0x14525	0x180015125	ascii	L$0f
0x1452B	0x18001512B	ascii	D$0L
0x14537	0x180015137	ascii	D$ H
0x145E6	0x1800151E6	ascii	|$pH
0x14600	0x180015200	ascii	t$h@
0x1460A	0x18001520A	ascii	@A^][
0x14612	0x180015212	ascii	D$xH
0x14617	0x180015217	ascii	|$xH
0x1461C	0x18001521C	ascii	D$0L
0x14621	0x180015221	ascii	L$0H
0x14633	0x180015233	ascii	D$8L
0x1463F	0x18001523F	ascii	D$`H
0x146DB	0x1800152DB	ascii	D$xH
0x146E0	0x1800152E0	ascii	l$xH
0x146E5	0x1800152E5	ascii	D$0L
0x146EA	0x1800152EA	ascii	L$0H
0x146FC	0x1800152FC	ascii	D$8L
0x14708	0x180015308	ascii	D$`H
0x14740	0x180015340	ascii	@USVWATAUAVAWH
0x147C6	0x1800153C6	ascii	D$PH
0x147CB	0x1800153CB	ascii	D$@H
0x147D0	0x1800153D0	ascii	D$ L
0x147D5	0x1800153D5	ascii	L$PL
0x147ED	0x1800153ED	ascii	D8|$@
0x14803	0x180015403	ascii	|$ A
0x1484C	0x18001544C	ascii	D$Pd
0x1485D	0x18001545D	ascii	L$DH
0x1486E	0x18001546E	ascii	D$PA
0x149F6	0x1800155F6	ascii	D$xH
0x14A37	0x180015637	ascii	T$xH
0x14AD7	0x1800156D7	ascii	D$PH
0x14AE9	0x1800156E9	ascii	D$Dx
0x14B08	0x180015708	ascii	D$PH
0x14B19	0x180015719	ascii	L$DA
0x14B7B	0x18001577B	ascii	T$0H
0x14B80	0x180015780	ascii	D$(H
0x14C09	0x180015809	ascii	L$`L
0x14C1D	0x18001581D	ascii	T$PH
0x14CDE	0x1800158DE	ascii	MXH3
0x14CEF	0x1800158EF	ascii	A_A^A]A\_^[]
0x14D20	0x180015920	ascii	UVWATAUAVAWH
0x14DC1	0x1800159C1	ascii	D$XH
0x14DC6	0x1800159C6	ascii	|$hH
0x14DD8	0x1800159D8	ascii	D$xH
0x14E06	0x180015A06	ascii	T$XH
0x14E17	0x180015A17	ascii	T$xH
0x14E76	0x180015A76	ascii	D$@H
0x14E7B	0x180015A7B	ascii	D$ L
0x14E9B	0x180015A9B	ascii	@8|$@
0x14EB0	0x180015AB0	ascii	|$ D
0x14FD8	0x180015BD8	ascii	D$XH
0x14FDD	0x180015BDD	ascii	T$hH
0x14FEF	0x180015BEF	ascii	D$xH
0x1501D	0x180015C1D	ascii	T$XI
0x1502A	0x180015C2A	ascii	T$xH
0x15098	0x180015C98	ascii	D$@H
0x1509D	0x180015C9D	ascii	D$ L
0x15133	0x180015D33	ascii	L$0L
0x15138	0x180015D38	ascii	l$(H
0x1513D	0x180015D3D	ascii	D$ %
0x15319	0x180015F19	ascii	d$(L
0x15325	0x180015F25	ascii	|$ A
0x154CC	0x1800160CC	ascii	D$XH
0x154D1	0x1800160D1	ascii	|$hH
0x154E3	0x1800160E3	ascii	D$xH
0x15511	0x180016111	ascii	T$XI
0x1551E	0x18001611E	ascii	T$xH
0x155ED	0x1800161ED	ascii	d$(L
0x155F9	0x1800161F9	ascii	|$ A
0x15757	0x180016357	ascii	A_A^A]A\_^]
0x15A37	0x180016637	ascii	l$ VWAVH
0x15A46	0x180016646	ascii	)t$pH
0x15A56	0x180016656	ascii	D$hI
0x15AD9	0x1800166D9	ascii	D$ 3
0x15AE0	0x1800166E0	ascii	t$0A
0x15AEB	0x1800166EB	ascii	t$8@
0x15AF0	0x1800166F0	ascii	t$ H
0x15B49	0x180016749	ascii	L$XH
0x15B88	0x180016788	ascii	t$0f
0x15BD0	0x1800167D0	ascii	L$ I
0x15BD9	0x1800167D9	ascii	GL$ H;
0x15C09	0x180016809	ascii	L$hH3
0x15C25	0x180016825	ascii	(t$pI
0x15C2C	0x18001682C	ascii	A^_^
0x15C54	0x180016854	ascii	D$`f
0x15C5A	0x18001685A	ascii	D$0L
0x15C5F	0x18001685F	ascii	L$0H
0x15C64	0x180016864	ascii	D$ L
0x15CA5	0x1800168A5	ascii	\$PH
0x15CC4	0x1800168C4	ascii	\$P3
0x15CD0	0x1800168D0	ascii	@SUAVH
0x15D2D	0x18001692D	ascii	@A^][
0x15D44	0x180016944	ascii	t$hL
0x15D49	0x180016949	ascii	L$0f
0x15D4F	0x18001694F	ascii	D$0L
0x15D5B	0x18001695B	ascii	D$ H
0x15E0A	0x180016A0A	ascii	|$pH
0x15E24	0x180016A24	ascii	t$h@
0x15E2E	0x180016A2E	ascii	@A^][
0x15E36	0x180016A36	ascii	D$xH
0x15E3B	0x180016A3B	ascii	|$xH
0x15E40	0x180016A40	ascii	D$0L
0x15E45	0x180016A45	ascii	L$0H
0x15E57	0x180016A57	ascii	D$8L
0x15E63	0x180016A63	ascii	D$`H
0x15EFF	0x180016AFF	ascii	D$xH
0x15F04	0x180016B04	ascii	l$xH
0x15F09	0x180016B09	ascii	D$0L
0x15F0E	0x180016B0E	ascii	L$0H
0x15F20	0x180016B20	ascii	D$8L
0x15F2C	0x180016B2C	ascii	D$`H
0x15F70	0x180016B70	ascii	@USWATAVAWH
0x160CE	0x180016CCE	ascii	A_A^A\_[]
0x16350	0x180016F50	ascii	UVWATAUAVAWH
0x163F1	0x180016FF1	ascii	D$HL
0x163F6	0x180016FF6	ascii	t$XH
0x16410	0x180017010	ascii	t$lL
0x16415	0x180017015	ascii	t$xL
0x16424	0x180017024	ascii	T$HH
0x16453	0x180017053	ascii	D$xH
0x16515	0x180017115	ascii	A_A^A]A\_^]
0x1663B	0x18001723B	ascii	D$HH
0x16640	0x180017240	ascii	T$XH
0x1665A	0x18001725A	ascii	T$lH
0x1665F	0x18001725F	ascii	T$xH
0x1666E	0x18001726E	ascii	T$HH
0x1669D	0x18001729D	ascii	D$xH
0x166F3	0x1800172F3	ascii	D$0H
0x166F8	0x1800172F8	ascii	D$ L
0x168BA	0x1800174BA	ascii	l$(L
0x168C6	0x1800174C6	ascii	d$ A
0x16B3E	0x18001773E	ascii	l$(L
0x16B4A	0x18001774A	ascii	d$ A
0x16C76	0x180017876	ascii	D$HL
0x16C95	0x180017895	ascii	D$@L
0x16C9A	0x18001789A	ascii	t$xL
0x16CA9	0x1800178A9	ascii	T$HH
0x16CD8	0x1800178D8	ascii	D$xH
0x173C0	0x180017FC0	ascii	@SUVWATAUAVAWH
0x17498	0x180018098	ascii	(A_A^A]A\_^][
0x17544	0x180018144	ascii	\$X@
0x1754D	0x18001814D	ascii	t$`H
0x17558	0x180018158	ascii	D$hH
0x1755D	0x18001815D	ascii	t$hH
0x17562	0x180018162	ascii	D$0L
0x17567	0x180018167	ascii	L$0H
0x17576	0x180018176	ascii	D$8L
0x17582	0x180018182	ascii	D$PH
0x175C0	0x1800181C0	ascii	@USVWAUH
0x17675	0x180018275	ascii	D$8H
0x1767A	0x18001827A	ascii	T$8@
0x17741	0x180018341	ascii	A]_^[]
0x178A9	0x1800184A9	ascii	D$8H
0x178AE	0x1800184AE	ascii	T$8@
0x17985	0x180018585	ascii	A]_^[]
0x179A6	0x1800185A6	ascii	D$ L
0x179E8	0x1800185E8	ascii	D$ L
0x17B59	0x180018759	ascii	D$ H
0x17B7D	0x18001877D	ascii	@8}g
0x17BB3	0x1800187B3	ascii	SUVWH
0x17BCD	0x1800187CD	ascii	L$0H
0x17BD2	0x1800187D2	ascii	D$ L
0x17C06	0x180018806	ascii	L$0f
0x17C0C	0x18001880C	ascii	D$0L
0x17C18	0x180018818	ascii	D$ H
0x17CA4	0x1800188A4	ascii	l$PL
0x17CA9	0x1800188A9	ascii	t$HL
0x17CAE	0x1800188AE	ascii	|$@H
0x17ED7	0x180018AD7	ascii	t$HL
0x17EDC	0x180018ADC	ascii	l$PL
0x17EE1	0x180018AE1	ascii	|$@L
0x17EF6	0x180018AF6	ascii	D$0L
0x17F04	0x180018B04	ascii	X_^][
0x17F23	0x180018B23	ascii	X_^][
0x17F3A	0x180018B3A	ascii	VWAVH
0x18006	0x180018C06	ascii	\$`@
0x18018	0x180018C18	ascii	A^_^
0x18026	0x180018C26	ascii	D$@H
0x1802B	0x180018C2B	ascii	D$0L
0x18030	0x180018C30	ascii	L$0H
0x18035	0x180018C35	ascii	D$XH
0x1803A	0x180018C3A	ascii	l$@H
0x1803F	0x180018C3F	ascii	D$8L
0x18053	0x180018C53	ascii	t$HH
0x18058	0x180018C58	ascii	D$ H
0x180A0	0x180018CA0	ascii	@SUWH
0x180E7	0x180018CE7	ascii	@_][
0x18178	0x180018D78	ascii	D$ L
0x1817D	0x180018D7D	ascii	L$0f
0x18183	0x180018D83	ascii	D$0L
0x181AB	0x180018DAB	ascii	D$xH
0x181B0	0x180018DB0	ascii	t$xH
0x181B5	0x180018DB5	ascii	D$0L
0x181BA	0x180018DBA	ascii	L$0H
0x181CC	0x180018DCC	ascii	D$8L
0x181D8	0x180018DD8	ascii	D$`H
0x18243	0x180018E43	ascii	t$hH
0x18262	0x180018E62	ascii	@_][
0x18270	0x180018E70	ascii	@USVWATAUAVAWH
0x1840F	0x18001900F	ascii	D$0d
0x18420	0x180019020	ascii	L$8H
0x18431	0x180019031	ascii	D$0A
0x18492	0x180019092	ascii	L$@A
0x184A1	0x1800190A1	ascii	D$HL
0x184A6	0x1800190A6	ascii	|$XH
0x184B8	0x1800190B8	ascii	D$hL
0x184BD	0x1800190BD	ascii	|$xH
0x18501	0x180019101	ascii	T$HH
0x18512	0x180019112	ascii	T$hH
0x18702	0x180019302	ascii	d$(L
0x1870E	0x18001930E	ascii	|$ A
0x187FE	0x1800193FE	ascii	M(H3
0x1880F	0x18001940F	ascii	A_A^A]A\_^[]
0x18820	0x180019420	ascii	@USVWATAUAVAWH
0x1884C	0x18001944C	ascii	L$@M
0x18854	0x180019454	ascii	T$HH
0x188E3	0x1800194E3	ascii	D$8L
0x189B5	0x1800195B5	ascii	D$0E3
0x18AE2	0x1800196E2	ascii	D;t$0
0x18B21	0x180019721	ascii	t$8H
0x18B39	0x180019739	ascii	t$@H
0x18BDD	0x1800197DD	ascii	D$8d
0x18BEE	0x1800197EE	ascii	D$0H
0x18BFF	0x1800197FF	ascii	D$8A
0x18C1E	0x18001981E	ascii	T$HH
0x18CEF	0x1800198EF	ascii	|$(L
0x18CFB	0x1800198FB	ascii	t$ A
0x18D2B	0x18001992B	ascii	L$`3
0x18DBC	0x1800199BC	ascii	T$pI
0x18EB2	0x180019AB2	ascii	A_A^A]A\_^[]
0x18EC9	0x180019AC9	ascii	UVWH
0x1923C	0x180019E3C	ascii	D$ L
0x196D8	0x18001A2D8	ascii	D$ H
0x19D43	0x18001A943	ascii	SUVAVH
0x19D8D	0x18001A98D	ascii	T$0M
0x19F55	0x18001AB55	ascii	D$XH;
0x19F65	0x18001AB65	ascii	|$`L
0x19F6A	0x18001AB6A	ascii	l$hL
0x19F6F	0x18001AB6F	ascii	d$pH
0x19F7D	0x18001AB7D	ascii	xA^^][
0x19F8E	0x18001AB8E	ascii	L$0L
0x19FA0	0x18001ABA0	ascii	@USWAUAVAWH
0x1A040	0x18001AC40	ascii	hA_A^A]_[]
0x1A0A0	0x18001ACA0	ascii	D$ L
0x1A0AC	0x18001ACAC	ascii	d$`I
0x1A0DC	0x18001ACDC	ascii	D$ L
0x1A143	0x18001AD43	ascii	D$ H
0x1A25F	0x18001AE5F	ascii	d$`E
0x1A2D4	0x18001AED4	ascii	hA_A^A]_[]
0x1A2E3	0x18001AEE3	ascii	SUVWH
0x1A2FD	0x18001AEFD	ascii	L$0H
0x1A302	0x18001AF02	ascii	D$ L
0x1A336	0x18001AF36	ascii	L$0f
0x1A33C	0x18001AF3C	ascii	D$0L
0x1A348	0x18001AF48	ascii	D$ H
0x1A3D4	0x18001AFD4	ascii	l$PL
0x1A3D9	0x18001AFD9	ascii	t$HL
0x1A3DE	0x18001AFDE	ascii	|$@H
0x1A607	0x18001B207	ascii	t$HL
0x1A60C	0x18001B20C	ascii	l$PL
0x1A611	0x18001B211	ascii	|$@L
0x1A626	0x18001B226	ascii	D$0L
0x1A634	0x18001B234	ascii	X_^][
0x1A653	0x18001B253	ascii	X_^][
0x1A663	0x18001B263	ascii	SUVWATAUAVAWH
0x1A68B	0x18001B28B	ascii	L$0H
0x1A690	0x18001B290	ascii	D$ L
0x1A87A	0x18001B47A	ascii	hA_A^A]A\_^][
0x1A891	0x18001B491	ascii	D$@H
0x1A896	0x18001B496	ascii	D$0L
0x1A89B	0x18001B49B	ascii	L$0H
0x1A8A0	0x18001B4A0	ascii	D$XH
0x1A8A5	0x18001B4A5	ascii	l$@H
0x1A8AA	0x18001B4AA	ascii	D$8L
0x1A8BE	0x18001B4BE	ascii	t$HH
0x1A8C3	0x18001B4C3	ascii	D$ H
0x1A910	0x18001B510	ascii	@USVWATAUAVAWH
0x1AA31	0x18001B631	ascii	D$8L
0x1AA36	0x18001B636	ascii	d$HH
0x1AA48	0x18001B648	ascii	D$XL
0x1AA4D	0x18001B64D	ascii	d$hH
0x1AA5A	0x18001B65A	ascii	D$XD
0x1AA7B	0x18001B67B	ascii	T$8H
0x1AA8C	0x18001B68C	ascii	T$XH
0x1AB50	0x18001B750	ascii	D$8L
0x1AB55	0x18001B755	ascii	d$HH
0x1AB67	0x18001B767	ascii	D$XL
0x1AB6C	0x18001B76C	ascii	d$hH
0x1AB79	0x18001B779	ascii	D$XD
0x1AB9A	0x18001B79A	ascii	T$8H
0x1ABAB	0x18001B7AB	ascii	T$XH
0x1AC56	0x18001B856	ascii	D$8L
0x1AC5B	0x18001B85B	ascii	d$HH
0x1AC6D	0x18001B86D	ascii	D$XL
0x1AC72	0x18001B872	ascii	d$hH
0x1AC7F	0x18001B87F	ascii	D$XD
0x1ACA0	0x18001B8A0	ascii	T$8H
0x1ACB1	0x18001B8B1	ascii	T$XH
0x1ADBB	0x18001B9BB	ascii	D$8L
0x1ADC0	0x18001B9C0	ascii	d$HH
0x1ADD2	0x18001B9D2	ascii	D$XL
0x1ADD7	0x18001B9D7	ascii	d$hH
0x1ADE4	0x18001B9E4	ascii	D$XD
0x1AE05	0x18001BA05	ascii	T$8H
0x1AE16	0x18001BA16	ascii	T$XH
0x1AEFA	0x18001BAFA	ascii	T$(I
0x1AF16	0x18001BB16	ascii	l$(L
0x1AF22	0x18001BB22	ascii	d$ A
0x1B053	0x18001BC53	ascii	M(H3
0x1B064	0x18001BC64	ascii	A_A^A]A\_^[]
0x1B090	0x18001BC90	ascii	|$ UH
0x1B7A0	0x18001C3A0	ascii	@SWH
0x1B7F2	0x18001C3F2	ascii	l$PH
0x1B7F7	0x18001C3F7	ascii	t$XA
0x1B8E2	0x18001C4E2	ascii	l$PH
0x1B8E7	0x18001C4E7	ascii	t$XH
0x1B977	0x18001C577	ascii	l$PH
0x1B97C	0x18001C57C	ascii	t$XH
0x1B9E8	0x18001C5E8	ascii	t$`L
0x1BAB7	0x18001C6B7	ascii	t$`L
0x1BABC	0x18001C6BC	ascii	|$0H
0x1BAC1	0x18001C6C1	ascii	l$PH
0x1BAC6	0x18001C6C6	ascii	t$XH
0x1BAD0	0x18001C6D0	ascii	@8=qE
0x1BD93	0x18001C993	ascii	USVWAVAWH
0x1BE21	0x18001CA21	ascii	L$`A
0x1BE4C	0x18001CA4C	ascii	D$xL
0x1C3ED	0x18001CFED	ascii	\$PL
0x1C4A5	0x18001D0A5	ascii	|$@L
0x1C4C6	0x18001D0C6	ascii	T$0fH
0x1C515	0x18001D115	ascii	D$0H
0x1C565	0x18001D165	ascii	A_A^_^[]
0x1C767	0x18001D367	ascii	|$8H
0x1CE6F	0x18001DA6F	ascii	|$82
0x1CF93	0x18001DB93	ascii	USVWATAUAVAWH
0x1CFCE	0x18001DBCE	ascii	d$ H
0x1D0CC	0x18001DCCC	ascii	)}0f
0x1D1A0	0x18001DDA0	ascii	d$xL
0x1D229	0x18001DE29	ascii	D$0H
0x1D25A	0x18001DE5A	ascii	D$(E
0x1D2E7	0x18001DEE7	ascii	D$xL
0x1D345	0x18001DF45	ascii	t$ H
0x1D415	0x18001E015	ascii	)}0f
0x1D46F	0x18001E06F	ascii	D$8H
0x1D474	0x18001E074	ascii	D$HH
0x1D479	0x18001E079	ascii	D$PL
0x1D4A9	0x18001E0A9	ascii	|$HH
0x1D4BC	0x18001E0BC	ascii	D$8fH
0x1D505	0x18001E105	ascii	A'H;
0x1D539	0x18001E139	ascii	|$8L
0x1D53E	0x18001E13E	ascii	|$HH
0x1D543	0x18001E143	ascii	\$PM
0x1D557	0x18001E157	ascii	T$8A
0x1D560	0x18001E160	ascii	l$$E3
0x1D56A	0x18001E16A	ascii	D$XE3
0x1D572	0x18001E172	ascii	|$hL
0x1D577	0x18001E177	ascii	|$pH
0x1D594	0x18001E194	ascii	T$XA
0x1D59D	0x18001E19D	ascii	|$XD
0x1D5A2	0x18001E1A2	ascii	t$ L
0x1D704	0x18001E304	ascii	l$$H
0x1D709	0x18001E309	ascii	\$0D;l$(
0x1D7AA	0x18001E3AA	ascii	T$0H
0x1D7D2	0x18001E3D2	ascii	M`H3
0x1D7F3	0x18001E3F3	ascii	A_A^A]A\_^[]
0x1D840	0x18001E440	ascii	@UATAWH
